ID	TEXT	OCCUPATIONID	FAQ_QUESTIONSOURCEID
638215	What education do I need and how do I get it (what schools/training program do you recommend)?	150	5023
638216	What skills do I need and how do I get  them?	150	5023
638217	Where can I get help on Immigration issues?	150	5023
638218	Where is most of the hiring?	150	5023
638219	Do I have to join a union? How do I join a Union?	150	5023
638220	What can I do about Financial Aid?	150	5023
638221	Whats the best way to apply?	150	5023
638222	Whats the best way to network?	150	5023
638223	Where can I go for more assistance?	150	5023
638224	How do I become a  Film and Video Editors and Camera Operators	151	5023
638225	What education do I need and how do I get it (what schools/training program do you recommend)?	151	5023
638226	What skills do I need and how do I get  them?	151	5023
638227	Where can I get help on Immigration issues?	151	5023
638228	Where is most of the hiring?	151	5023
638229	Do I have to join a union? How do I join a Union?	151	5023
638230	What can I do about Financial Aid?	151	5023
638231	Whats the best way to apply?	151	5023
638232	Whats the best way to network?	151	5023
638233	Where can I go for more assistance?	151	5023
638234	How do I become a  Floral Designers	152	5023
638235	What education do I need and how do I get it (what schools/training program do you recommend)?	152	5023
638236	What skills do I need and how do I get  them?	152	5023
638237	Where can I get help on Immigration issues?	152	5023
638238	Where is most of the hiring?	152	5023
638239	Do I have to join a union? How do I join a Union?	152	5023
638240	What can I do about Financial Aid?	152	5023
638241	Whats the best way to apply?	152	5023
638242	Whats the best way to network?	152	5023
638243	Where can I go for more assistance?	152	5023
638244	How do I become a  Graphic Designers	153	5023
638245	What education do I need and how do I get it (what schools/training program do you recommend)?	153	5023
638246	What skills do I need and how do I get  them?	153	5023
638247	Where can I get help on Immigration issues?	153	5023
638248	Where is most of the hiring?	153	5023
638249	Do I have to join a union? How do I join a Union?	153	5023
638250	What can I do about Financial Aid?	153	5023
638251	Whats the best way to apply?	153	5023
638252	Whats the best way to network?	153	5023
638253	Where can I go for more assistance?	153	5023
638254	How do I become a  Industrial Designers	154	5023
638255	What education do I need and how do I get it (what schools/training program do you recommend)?	154	5023
638256	What skills do I need and how do I get  them?	154	5023
638257	Where can I get help on Immigration issues?	154	5023
638258	Where is most of the hiring?	154	5023
638259	Do I have to join a union? How do I join a Union?	154	5023
638260	What can I do about Financial Aid?	154	5023
638261	Whats the best way to apply?	154	5023
638262	Whats the best way to network?	154	5023
638263	Where can I go for more assistance?	154	5023
638264	How do I become a  Interior Designers	155	5023
638265	What education do I need and how do I get it (what schools/training program do you recommend)?	155	5023
638266	What skills do I need and how do I get  them?	155	5023
638267	Where can I get help on Immigration issues?	155	5023
638268	Where is most of the hiring?	155	5023
638269	Do I have to join a union? How do I join a Union?	155	5023
638270	What can I do about Financial Aid?	155	5023
638271	Whats the best way to apply?	155	5023
638272	Whats the best way to network?	155	5023
638273	Where can I go for more assistance?	155	5023
638274	How do I become a  Interpreters and Translators	156	5023
638275	What education do I need and how do I get it (what schools/training program do you recommend)?	156	5023
638276	What skills do I need and how do I get  them?	156	5023
638277	Where can I get help on Immigration issues?	156	5023
638278	Where is most of the hiring?	156	5023
638279	Do I have to join a union? How do I join a Union?	156	5023
638280	What can I do about Financial Aid?	156	5023
638281	Whats the best way to apply?	156	5023
638282	Whats the best way to network?	156	5023
638283	Where can I go for more assistance?	156	5023
638284	How do I become a  Multimedia Artists and Animators	157	5023
638285	What education do I need and how do I get it (what schools/training program do you recommend)?	157	5023
638286	What skills do I need and how do I get  them?	157	5023
638287	Where can I get help on Immigration issues?	157	5023
638288	Where is most of the hiring?	157	5023
638289	Do I have to join a union? How do I join a Union?	157	5023
638290	What can I do about Financial Aid?	157	5023
638291	Whats the best way to apply?	157	5023
638292	Whats the best way to network?	157	5023
638293	Where can I go for more assistance?	157	5023
638294	How do I become a  Music Directors and Composers	158	5023
638295	What education do I need and how do I get it (what schools/training program do you recommend)?	158	5023
638296	What skills do I need and how do I get  them?	158	5023
638297	Where can I get help on Immigration issues?	158	5023
638298	Where is most of the hiring?	158	5023
638299	Do I have to join a union? How do I join a Union?	158	5023
638300	What can I do about Financial Aid?	158	5023
638301	Whats the best way to apply?	158	5023
638302	Whats the best way to network?	158	5023
638303	Where can I go for more assistance?	158	5023
638304	How do I become a  Musicians and Singers	159	5023
638305	What education do I need and how do I get it (what schools/training program do you recommend)?	159	5023
638306	What skills do I need and how do I get  them?	159	5023
638307	Where can I get help on Immigration issues?	159	5023
638308	Where is most of the hiring?	159	5023
638309	Do I have to join a union? How do I join a Union?	159	5023
638310	What can I do about Financial Aid?	159	5023
638311	Whats the best way to apply?	159	5023
638312	Whats the best way to network?	159	5023
638313	Where can I go for more assistance?	159	5023
638314	How do I become a  Photographers	160	5023
638315	What education do I need and how do I get it (what schools/training program do you recommend)?	160	5023
638316	What skills do I need and how do I get  them?	160	5023
638317	Where can I get help on Immigration issues?	160	5023
638318	Where is most of the hiring?	160	5023
638319	Do I have to join a union? How do I join a Union?	160	5023
638320	What can I do about Financial Aid?	160	5023
638321	Whats the best way to apply?	160	5023
638322	Whats the best way to network?	160	5023
638323	Where can I go for more assistance?	160	5023
638324	How do I become a  Producers and Directors	161	5023
638325	What education do I need and how do I get it (what schools/training program do you recommend)?	161	5023
638326	What skills do I need and how do I get  them?	161	5023
638327	Where can I get help on Immigration issues?	161	5023
638328	Where is most of the hiring?	161	5023
638329	Do I have to join a union? How do I join a Union?	161	5023
638330	What can I do about Financial Aid?	161	5023
638331	Whats the best way to apply?	161	5023
638332	Whats the best way to network?	161	5023
638333	Where can I go for more assistance?	161	5023
638334	"How do I become a  Reporters, Correspondents, and Broadcast News Analysts"	162	5023
638335	What education do I need and how do I get it (what schools/training program do you recommend)?	162	5023
638336	What skills do I need and how do I get  them?	162	5023
638337	Where can I get help on Immigration issues?	162	5023
638338	Where is most of the hiring?	162	5023
638339	Do I have to join a union? How do I join a Union?	162	5023
638340	What can I do about Financial Aid?	162	5023
638341	Whats the best way to apply?	162	5023
638342	Whats the best way to network?	162	5023
638343	Where can I go for more assistance?	162	5023
638344	How do I become a  Set and Exhibit Designers	163	5023
638345	What education do I need and how do I get it (what schools/training program do you recommend)?	163	5023
638346	What skills do I need and how do I get  them?	163	5023
638347	Where can I get help on Immigration issues?	163	5023
638348	Where is most of the hiring?	163	5023
638349	Do I have to join a union? How do I join a Union?	163	5023
638350	What can I do about Financial Aid?	163	5023
638351	Whats the best way to apply?	163	5023
